"userId","movieId","rating","timestamp"
1,7389,4,2005-04-02 23:54:05
1,7438,4,2005-04-02 23:33:09
1,7449,3.5,2005-04-02 23:56:03
1,7454,4,2005-04-02 23:55:08
1,7482,3,2005-04-02 23:29:35
1,7757,4,2005-04-02 23:50:19
1,8368,4,2005-04-02 23:48:08
1,8482,3.5,2005-04-02 23:49:41
1,8507,5,2004-09-10 03:13:47
1,8636,4.5,2005-04-02 23:44:53
1,8690,3.5,2005-04-02 23:33:15
1,8961,4,2005-04-02 23:47:09
1,31696,4,2005-04-02 23:49:08
2,3,4,2000-11-21 15:34:49
2,62,5,2000-11-21 15:29:58
2,70,5,2000-11-21 15:31:31
2,110,4,2000-11-21 15:30:58
2,242,3,2000-11-21 15:32:56
2,260,5,2000-11-21 15:36:54
2,266,5,2000-11-21 15:32:28
2,469,3,2000-11-21 15:29:58
2,480,5,2000-11-21 15:32:00
2,541,5,2000-11-21 15:36:54
2,589,5,2000-11-21 15:30:58
2,891,2,2000-11-21 15:36:09
2,908,4,2000-11-21 15:31:31
2,924,5,2000-11-21 15:36:54
2,1121,3,2000-11-21 15:29:58
2,1196,5,2000-11-21 15:36:54
2,1210,5,2000-11-21 15:29:58
2,1214,5,2000-11-21 15:36:54
2,1249,5,2000-11-21 15:31:31
2,1259,5,2000-11-21 15:30:59
2,1270,5,2000-11-21 15:36:54
2,1327,5,2000-11-21 15:34:06
2,1356,5,2000-11-21 15:29:58
2,1544,5,2000-11-21 15:35:43
2,1580,4,2000-11-21 15:32:28
2,1673,4,2000-11-21 15:32:56
2,1748,5,2000-11-21 15:36:54
2,1965,3,2000-11-21 15:32:00
2,1969,2,2000-11-21 15:36:09
2,1970,2,2000-11-21 15:36:09
2,1971,2,2000-11-21 15:35:43
2,1972,2,2000-11-21 15:36:09
2,1973,3,2000-11-21 15:35:16
2,1974,5,2000-11-21 15:29:58
2,1986,2,2000-11-21 15:36:09
2,2291,2,2000-11-21 15:32:28
2,2454,4,2000-11-21 15:35:16
2,2455,4,2000-11-21 15:32:00
2,2791,2,2000-11-21 15:30:59
2,2858,3,2000-11-21 15:30:59
2,2948,5,2000-11-21 15:30:59
2,2951,4,2000-11-21 15:29:58
2,3150,4,2000-11-21 15:32:00
2,3159,3,2000-11-21 15:29:58
2,3173,4,2000-11-21 15:34:29
2,3450,5,2000-11-21 15:34:06
2,3513,5,2000-11-21 15:30:59
2,3534,3,2000-11-21 15:34:49
2,3555,4,2000-11-21 15:32:28
2,3565,3,2000-11-21 15:32:56
2,3703,4,2000-11-21 15:36:54
2,3753,4,2000-11-21 15:31:31
2,3917,4,2000-11-21 15:32:00
2,3918,3,2000-11-21 15:35:43
2,3923,4,2000-11-21 15:35:43
2,3926,4,2000-11-21 15:34:49
2,3927,5,2000-11-21 15:32:28
2,3928,5,2000-11-21 15:32:56
2,3930,5,2000-11-21 15:35:43
2,3937,4,2000-11-21 15:35:16
2,3959,5,2000-11-21 15:30:59
3,1,4,1999-12-11 13:36:47
3,24,3,1999-12-14 12:54:08
3,32,4,1999-12-11 13:14:07
3,50,5,1999-12-11 13:13:38
3,160,3,1999-12-14 12:54:08
3,173,2,1999-12-14 12:54:59
3,175,5,1999-12-11 13:32:13
3,196,3,1999-12-14 12:52:19
3,223,5,1999-12-11 13:20:44
3,260,5,1999-12-11 13:09:02
3,316,5,1999-12-14 12:51:10
3,318,5,1999-12-11 13:09:26
3,329,5,1999-12-14 12:53:41
3,337,3,1999-12-11 13:36:06
3,440,3,1999-12-11 13:21:40
3,442,3,1999-12-14 12:53:25
3,457,5,1999-12-11 13:16:55
3,480,5,1999-12-14 12:50:20
3,490,5,1999-12-11 13:30:41
3,512,2,1999-12-14 12:53:25
3,541,5,1999-12-11 13:14:07
3,589,4,1999-12-11 07:25:08
3,593,5,1999-12-11 13:16:55
3,610,4,1999-12-11 13:41:11
3,718,3,1999-12-11 13:01:07
3,780,3,1999-12-14 12:50:20
3,788,4,1999-12-14 12:49:10
3,858,5,1999-12-11 13:01:07
3,904,5,1999-12-11 13:04:10
3,905,3,1999-12-11 13:04:54
3,919,4,1999-12-11 13:05:58
3,924,5,1999-12-11 13:10:12
3,953,5,1999-12-11 13:11:52
3,968,3,1999-12-14 12:47:38
3,1037,3,1999-12-14 12:52:43
3,1060,5,1999-12-11 13:18:30
3,1073,5,1999-12-11 13:20:44
3,1077,4,1999-12-11 13:16:07
3,1079,4,1999-12-11 13:09:57
3,1084,5,1999-12-11 13:15:03
3,1089,5,1999-12-11 13:05:58
3,1094,4,1999-12-11 13:27:58
3,1097,5,1999-12-11 13:29:40
3,1103,4,1999-12-11 13:12:25
3,1125,4,1999-12-11 13:26:40
3,1127,3,1999-12-14 12:49:44
3,1129,5,1999-12-14 12:49:44
3,1179,3,1999-12-11 13:15:03
3,1188,2,1999-12-11 07:25:08
3,1193,4,1999-12-11 13:03:40
3,1196,5,1999-12-11 13:10:59
3,1197,5,1999-12-11 13:16:55
3,1198,5,1999-12-11 13:09:57
3,1199,4,1999-12-11 13:41:11
3,1200,4,1999-12-11 13:20:44
3,1206,5,1999-12-11 13:14:07
3,1208,5,1999-12-11 13:07:46
3,1210,5,1999-12-11 13:27:36
3,1213,5,1999-12-11 13:08:11
3,1214,5,1999-12-11 13:27:36
3,1215,4,1999-12-14 12:47:38
3,1219,4,1999-12-11 13:02:51
3,1220,5,1999-12-11 13:35:30
3,1221,5,1999-12-11 13:01:34
3,1222,5,1999-12-11 13:20:07
3,1225,3,1999-12-11 13:04:54
3,1228,3,1999-12-11 13:03:16
3,1230,5,1999-12-11 13:02:28
3,1240,5,1999-12-11 13:35:30
3,1242,5,1999-12-11 13:19:38
3,1247,5,1999-12-11 13:04:54
3,1257,5,1999-12-11 13:35:10
3,1258,5,1999-12-11 13:15:03
3,1259,5,1999-12-11 13:18:12
3,1261,5,1999-12-11 13:20:44
3,1266,5,1999-12-11 13:23:51
3,1270,5,1999-12-11 13:41:11
3,1272,4,1999-12-11 13:15:24
3,1276,5,1999-12-11 13:08:11
3,1278,5,1999-12-11 13:13:00
3,1288,2,1999-12-11 13:03:40
3,1304,5,1999-12-11 13:16:55
3,1307,4,1999-12-11 13:15:03
3,1321,5,1999-12-11 13:27:01
3,1330,3,1999-12-11 13:31:23
3,1333,4,1999-12-11 13:25:18
3,1345,4,1999-12-11 13:25:18
3,1356,5,1999-12-14 12:51:10
3,1372,3,1999-12-14 12:50:20
3,1373,4,1999-12-14 12:54:32
3,1374,5,1999-12-11 13:42:08
3,1375,5,1999-12-14 12:52:19
3,1376,4,1999-12-11 13:41:11
3,1396,3,1999-12-14 12:48:22
3,1544,4,1999-12-14 12:53:25
3,1584,4,1999-12-14 12:49:44
3,1603,4,1999-12-14 12:51:10
3,1653,4,1999-12-14 12:48:50
3,1674,4,1999-12-11 13:25:48
3,1676,5,1999-12-14 12:49:44
3,1721,4,1999-12-11 07:25:08
3,1762,4,1999-12-14 12:54:32
3,1779,3,1999-12-14 12:52:19
3,1810,3,1999-12-11 13:36:06
3,1831,5,1999-12-14 12:54:08
3,1876,4,1999-12-14 12:52:43
3,1882,4,1999-12-14 12:54:32
3,1909,5,1999-12-14 12:51:36
3,1917,4,1999-12-14 12:52:43
3,1921,4,1999-12-14 12:48:22
3,2009,5,1999-12-14 12:48:50
3,2011,3,1999-12-11 07:25:08
3,2012,3,1999-12-14 12:53:41
3,2018,4,1999-12-11 13:23:10
3,2028,4,1999-12-11 13:19:38
3,2034,4,1999-12-14 12:54:59
3,2046,5,1999-12-14 12:51:10
3,2053,3,1999-12-14 12:54:59
3,2054,4,1999-12-14 12:52:19
3,2076,5,1999-12-11 13:24:43
3,2093,5,1999-12-11 13:41:11
3,2105,4,1999-12-11 13:42:08
3,2117,5,1999-12-11 13:20:44
3,2118,5,1999-12-11 07:25:08
3,2140,4,1999-12-14 12:49:44
3,2150,5,1999-12-11 13:30:01
3,2236,4,1999-12-11 13:18:12
3,2288,5,1999-12-11 13:41:11
3,2311,4,1999-12-11 13:42:09
3,2329,4,1999-12-11 13:25:48
3,2366,4,1999-12-11 13:18:30
3,2371,4,1999-12-11 13:28:35
3,2391,5,1999-12-11 13:16:55
3,2407,4,1999-12-14 12:51:36
3,2428,4,1999-12-14 12:51:10
3,2448,5,1999-12-11 07:36:23
3,2455,4,1999-12-11 13:42:09
3,2505,4,1999-12-11 07:36:23
3,2528,4,1999-12-14 12:49:44
3,2529,5,1999-12-14 12:48:00
3,2530,4,1999-12-14 12:52:19
3,2531,3,1999-12-14 12:50:20
3,2532,4,1999-12-14 12:52:43
3,2533,3,1999-12-14 12:48:22
3,2541,1,1999-12-11 07:30:41
3,2551,4,1999-12-11 13:23:30
3,2567,3,1999-12-11 07:34:14
3,2571,5,1999-12-14 12:47:38
3,2574,3,1999-12-11 07:37:57
3,2613,4,1999-12-14 12:50:20
3,2615,4,1999-12-14 12:53:25
3,2628,5,1999-12-14 12:52:19
3,2640,4,1999-12-14 12:48:50
3,2642,3,1999-12-14 12:54:59
3,2643,1,1999-12-14 12:54:59
3,2657,3,1999-12-14 12:48:50
3,2662,3,1999-12-14 12:47:38
3,2668,4,1999-12-14 12:54:08
3,2676,1,1999-12-11 07:30:05
3,2694,4,1999-12-11 07:37:35
3,2699,3,1999-12-14 12:51:10
3,2710,5,1999-12-11 07:30:05
3,2722,4,1999-12-11 07:34:14
3,2750,4,1999-12-11 13:20:44
3,2788,5,1999-12-11 13:21:56
3,2791,5,1999-12-11 13:07:46
3,2797,4,1999-12-11 13:29:40
3,2808,4,1999-12-14 12:54:32
3,2857,3,1999-12-11 07:30:05
3,2872,5,1999-12-11 13:44:58
3,2900,3,1999-12-14 12:50:20
3,2901,3,1999-12-14 12:49:44
3,2916,4,1999-12-14 12:48:50
3,2918,5,1999-12-11 13:21:40
3,2947,4,1999-12-11 13:36:47
3,2948,4,1999-12-11 13:27:44
3,2949,4,1999-12-11 13:29:40
3,2968,5,1999-12-11 13:41:12
3,2985,5,1999-12-11 13:42:09
3,2986,2,1999-12-14 12:54:08
3,3033,5,1999-12-11 13:42:09
3,3039,5,1999-12-11 13:33:09
3,3070,4,1999-12-11 13:42:09
3,3072,4,1999-12-11 13:22:47
3,3098,4,1999-12-11 13:21:08
3,3142,4,1999-12-11 13:02:28
3,5060,5,1999-12-11 13:04:10
4,6,3,1996-08-24 09:33:47
4,10,4,1996-08-24 09:28:42
4,19,3,1996-08-24 09:29:54
4,32,1,1996-08-24 09:31:01
4,165,3,1996-08-24 09:27:32
4,329,3,1996-08-24 09:28:18
4,350,4,1996-08-24 09:31:27
4,356,4,1996-08-24 09:28:42
4,367,3,1996-08-24 09:29:54
4,368,4,1996-08-24 09:33:18
4,370,4,1996-08-24 09:34:03
4,377,4,1996-08-24 09:29:54
4,380,3,1996-08-24 09:27:05
4,420,3,1996-08-24 09:30:19
4,431,4,1996-08-24 09:35:57
4,440,3,1996-08-24 09:31:27
4,454,5,1996-08-24 09:29:04
4,480,4,1996-08-24 09:29:04
4,489,4,1996-08-24 09:39:35
4,519,3,1996-08-24 09:38:43
4,520,4,1996-08-24 09:34:42
4,531,3,1996-08-24 09:37:37
4,548,3,1996-08-24 09:40:54
4,586,4,1996-08-24 09:30:38
4,589,4,1996-08-24 09:29:22
4,594,4,1996-08-24 09:34:25
4,596,4,1996-08-24 09:37:04
4,733,5,1996-08-24 09:35:22
5,2,3,1996-12-25 15:26:09
5,11,5,1996-12-25 15:29:11
5,17,3,1996-12-25 15:15:35
5,60,3,1996-12-26 16:26:29
5,62,5,1996-12-25 15:15:35
5,104,2,1996-12-25 15:16:32
5,110,4,1996-12-25 15:26:09
5,140,2,1996-12-25 15:16:52
5,141,5,1996-12-25 15:15:35
5,150,5,1996-12-25 15:25:14
5,224,2,1996-12-25 15:27:30
5,235,3,1996-12-25 15:28:43
5,260,5,1996-12-25 15:26:48
5,282,4,1996-12-25 15:26:09
5,316,4,1996-12-26 16:27:13
5,318,5,1996-12-25 15:26:48
5,350,4,1996-12-25 15:28:08
5,364,5,1996-12-25 15:26:09
5,367,3,1996-12-25 15:27:30
5,368,5,1996-12-25 15:27:30
5,370,4,1996-12-25 15:26:48
5,376,4,1996-12-26 16:24:34
5,377,5,1996-12-25 15:28:43
5,380,5,1996-12-25 15:25:15
5,440,5,1996-12-25 15:26:09
5,454,5,1996-12-25 15:28:43
5,457,5,1996-12-25 15:25:15
5,475,4,1996-12-25 15:27:30
5,480,4,1996-12-25 15:25:15
5,491,4,1996-12-25 15:26:47
5,500,5,1996-12-25 15:26:09
5,508,5,1996-12-25 15:28:08
5,515,3,1996-12-25 15:29:11
5,529,4,1996-12-25 15:27:30
5,531,5,1996-12-25 15:29:11
5,587,4,1996-12-25 15:26:48
5,588,5,1996-12-25 15:28:08
5,589,5,1996-12-25 15:26:09
5,590,5,1996-12-25 15:25:14
5,593,3,1996-12-25 15:25:15
5,594,5,1996-12-26 16:26:29
5,595,5,1996-12-25 15:25:15
5,608,3,1996-12-25 15:16:01
5,631,3,1996-12-25 15:17:36
5,648,3,1996-12-25 15:15:35
5,671,5,1996-12-25 15:17:36
5,708,3,1996-12-25 15:16:31
5,720,5,1996-12-25 15:27:30
5,736,5,1996-12-25 15:15:35
5,780,5,1996-12-25 15:15:35
5,788,3,1996-12-25 15:16:32
5,832,5,1996-12-25 15:17:54
5,1028,5,1996-12-26 16:27:13
5,1035,5,1996-12-26 16:26:29
5,1036,5,1996-12-25 15:26:47
5,1042,4,1996-12-25 15:19:12
5,1073,2,1996-12-25 15:16:31
5,1079,5,1996-12-26 16:25:53
5,1080,5,1996-12-26 16:27:54
5,1097,5,1996-12-25 15:28:43
5,1136,5,1996-12-26 16:28:48
5,1196,5,1996-12-26 16:27:54
5,1198,5,1996-12-26 16:27:54
5,1210,5,1996-12-26 16:27:54
5,1291,5,1996-12-26 16:28:48
5,1393,5,1996-12-25 15:20:31
6,1,5,1997-03-13 17:50:52
6,3,3,1997-03-13 17:52:38
6,7,5,1997-03-13 17:52:38
6,17,5,1997-03-13 17:50:52
6,52,5,1997-03-13 17:54:18
6,62,5,1997-03-13 17:50:52
6,135,3,1997-03-13 17:56:23
6,140,4,1997-03-13 17:58:37
6,141,5,1997-03-13 17:50:52
6,260,4,1997-03-13 17:54:18
6,494,4,1997-03-13 17:52:38
6,628,4,1997-03-13 17:56:23
6,648,5,1997-03-13 17:50:52
6,653,4,1997-03-13 17:54:18
6,708,4,1997-03-13 17:54:18
6,719,3,1997-03-13 17:58:37
6,733,3,1997-03-13 17:52:38
6,736,2,1997-03-13 17:50:52
6,743,3,1997-03-13 17:58:37
6,762,3,1997-03-13 17:56:22
6,780,3,1997-03-13 17:50:52
6,788,4,1997-03-13 17:54:18
6,802,3,1997-03-13 17:56:23
6,1073,1,1997-03-13 17:52:38
7,3,3,2002-01-16 19:14:23
7,7,3,2002-01-16 19:10:20
7,11,4,2002-01-16 19:04:49
7,15,2,2002-01-16 19:18:52
7,16,3,2002-01-16 18:22:58
7,17,2,2002-01-16 19:01:16
7,24,3,2002-01-16 18:53:58
7,105,2,2002-01-16 19:12:46
7,122,2,2002-01-16 19:16:09
7,151,3,2002-01-16 19:06:05
7,252,2,2002-01-16 19:11:03
7,260,5,2002-01-16 18:44:19
7,271,3,2002-01-16 18:36:57
7,276,2,2002-01-16 19:17:35
7,316,3,2002-01-16 18:50:19
7,339,3,2002-01-16 19:08:10
7,348,4,2002-01-16 18:34:06
7,351,3,2002-01-16 19:17:17
7,355,3,2002-01-16 18:21:02
7,356,4,2002-01-16 19:02:55
7,357,3,2002-01-16 19:07:18
7,362,3,2002-01-16 19:12:24
7,364,4,2002-01-16 18:08:56
7,377,3,2002-01-16 19:04:49
7,425,3,2002-01-16 19:14:23
7,440,4,2002-01-16 19:04:20
7,480,5,2002-01-16 18:46:19
7,509,2,2002-01-16 18:43:15
7,539,4,2002-01-16 19:06:40
7,553,4,2002-01-16 18:27:31
7,587,5,2002-01-16 19:10:20
7,589,5,2002-01-16 18:40:56
7,590,4,2002-01-16 18:24:40
7,597,4,2002-01-16 19:05:38
7,674,2,2002-01-16 18:53:58
7,708,3,2002-01-16 19:07:46
7,736,3,2002-01-16 19:09:21
7,750,5,2002-01-16 18:44:19
7,780,4,2002-01-16 18:48:18
7,788,3,2002-01-16 19:15:27
7,806,1,2002-01-16 18:38:15
7,852,3,2002-01-16 19:04:49
7,880,3,2002-01-16 18:54:30
7,899,4,2002-01-16 19:03:30
7,908,4,2002-01-16 18:08:30
7,912,5,2002-01-16 18:09:56
7,914,3,2002-01-16 19:05:16
7,920,4,2002-01-16 19:01:40
7,922,3,2002-01-16 18:59:30
7,924,3,2002-01-16 18:44:58
7,928,3,2002-01-16 19:02:55
7,932,3,2002-01-16 19:03:50
7,952,3,2002-01-16 18:41:38
7,1017,4,2002-01-16 18:24:41
7,1020,3,2002-01-16 18:22:13
7,1077,5,2002-01-16 18:48:18
7,1094,3,2002-01-16 19:07:18
7,1095,1,2002-01-16 18:23:42
7,1097,4,2002-01-16 18:44:58
7,1101,3,2002-01-16 19:08:32
7,1183,3,2002-01-16 19:09:47
7,1196,5,2002-01-16 18:09:32
7,1206,2,2002-01-16 18:45:32
7,1210,5,2002-01-16 18:10:54
7,1230,3,2002-01-16 18:08:06
7,1247,4,2002-01-16 19:00:43
7,1253,4,2002-01-16 18:44:19
7,1256,5,2002-01-16 18:21:02
7,1259,3,2002-01-16 18:23:42
7,1265,4,2002-01-16 19:03:30
7,1270,4,2002-01-16 18:44:58
7,1271,4,2002-01-16 18:34:25
7,1272,4,2002-01-16 18:21:26
7,1301,3,2002-01-16 18:45:32
7,1307,3,2002-01-16 19:01:40
7,1343,3,2002-01-16 18:32:20
7,1357,4,2002-01-16 19:04:20
7,1385,4,2002-01-16 18:20:34
7,1391,2,2002-01-16 18:50:19
7,1393,3,2002-01-16 19:03:30
7,1408,3,2002-01-16 19:09:21
7,1409,2,2002-01-16 19:15:50
7,1441,3,2002-01-16 19:08:54
7,1449,4,2002-01-16 18:42:29
7,1466,3,2002-01-16 18:39:35
7,1513,2,2002-01-16 19:28:04
7,1517,3,2002-01-16 18:33:18
7,1544,4,2002-01-16 18:51:19
7,1573,3,2002-01-16 18:48:48
7,1580,3,2002-01-16 18:47:12
7,1597,3,2002-01-16 19:11:03
7,1617,3,2002-01-16 18:10:20
7,1674,4,2002-01-16 19:02:29
7,1682,2,2002-01-16 18:36:57
7,1721,5,2002-01-16 19:06:05
7,1777,4,2002-01-16 19:05:38
7,1882,3,2002-01-16 18:55:11
7,1888,3,2002-01-16 19:15:27
7,1894,3,2002-01-16 19:14:47
7,1911,4,2002-01-16 19:24:56
7,1917,4,2002-01-16 18:48:18
7,1932,3,2002-01-16 18:33:18
7,1964,3,2002-01-16 18:22:35
7,2011,4,2002-01-16 18:50:19
7,2012,4,2002-01-16 18:50:19
7,2013,3,2002-01-16 19:28:04
7,2018,4,2002-01-16 18:28:18
7,2028,5,2002-01-16 18:24:41
7,2054,3,2002-01-16 18:52:03
7,2067,3,2002-01-16 19:01:40
7,2080,4,2002-01-16 18:33:42
7,2081,3,2002-01-16 18:41:38
7,2108,3,2002-01-16 19:08:32
7,2112,3,2002-01-16 18:41:38
7,2125,3,2002-01-16 19:03:06
7,2146,3,2002-01-16 19:14:23
7,2195,2,2002-01-16 18:36:28
7,2243,3,2002-01-16 18:23:42
7,2266,2,2002-01-16 19:16:48
7,2297,3,2002-01-16 18:24:12
7,2311,3,2002-01-16 18:53:02
7,2316,3,2002-01-16 19:14:47
7,2333,3,2002-01-16 19:26:01
7,2346,3,2002-01-16 18:50:52
7,2363,3,2002-01-16 18:46:19
7,2367,3,2002-01-16 18:35:57
7,2384,3,2002-01-16 18:29:03
7,2385,2,2002-01-16 19:17:17
7,2390,4,2002-01-16 19:26:58
7,2396,3,2002-01-16 19:02:02
7,2403,4,2002-01-16 18:42:29
7,2405,4,2002-01-16 19:09:47
7,2407,4,2002-01-16 18:29:47
7,2424,3,2002-01-16 19:10:20
7,2427,3,2002-01-16 18:36:28
7,2463,4,2002-01-16 18:39:06
7,2468,2,2002-01-16 18:30:13
7,2469,3,2002-01-16 18:31:00
7,2478,2,2002-01-16 18:31:22
7,2498,2,2002-01-16 18:54:30
7,2529,4,2002-01-16 18:45:32
7,2535,3,2002-01-16 18:28:18
7,2546,3,2002-01-16 19:23:56
7,2558,3,2002-01-16 19:16:48
7,2598,3,2002-01-16 19:28:04
7,2628,4,2002-01-16 18:48:18
7,2633,3,2002-01-16 19:09:21
7,2640,4,2002-01-16 18:47:12
7,2641,4,2002-01-16 18:48:48
7,2642,3,2002-01-16 18:55:11
7,2654,4,2002-01-16 18:30:13
7,2657,2,2002-01-16 18:50:19
7,2664,4,2002-01-16 18:51:41
7,2671,4,2002-01-16 19:06:40
7,2683,3,2002-01-16 19:22:51
7,2694,3,2002-01-16 19:23:56
7,2701,3,2002-01-16 18:23:42
7,2716,4,2002-01-16 19:26:01
7,2722,3,2002-01-16 18:54:30
7,2723,3,2002-01-16 19:26:58
